test_before,test_after
0.23882633447647095,90.61753845214844
50.123382568359375,88.64897918701172
68.83289337158203,96.28646850585938
51.351348876953125,93.36298370361328
64.5654296875,93.60076141357422
70.71501922607422,95.38145446777344
52.393192291259766,94.31416320800781
82.75439453125,91.7449951171875
66.84698486328125,98.22256469726562
91.5293197631836,94.63395690917969
76.36363220214844,92.76033020019531
85.6695327758789,97.53327941894531
76.22395324707031,97.18804931640625
90.74871063232422,94.19104766845703
85.40913391113281,93.95333862304688
45.319889068603516,88.05546569824219
93.65464782714844,92.16366577148438
93.6581039428711,97.63002014160156
94.11583709716797,97.56623840332031
88.44963073730469,95.57037353515625
96.79849243164062,98.04143524169922
74.88626098632812,95.23809814453125
95.37401580810547,94.68504333496094
91.6263198852539,97.06636047363281
95.96749877929688,96.29853057861328
79.81022644042969,97.60147094726562
90.53797912597656,92.72151947021484
94.03178405761719,95.0048599243164
95.06302642822266,95.48319244384766
93.13941955566406,93.898193359375
91.07250213623047,93.22947692871094
94.1015625,96.25
95.87355041503906,97.63726806640625
92.14659881591797,93.0728988647461
96.71521759033203,97.39696502685547
96.76656341552734,96.45110321044922
96.38019561767578,97.5945816040039
97.25897979736328,97.32199096679688
93.30343627929688,93.99102783203125
97.86314392089844,97.64705657958984
94.68598937988281,96.30779266357422
96.0421371459961,97.1241455078125
90.58053588867188,91.74729919433594
95.68706512451172,96.21363830566406
96.3602066040039,97.03424072265625
96.70553588867188,97.11370849609375
97.8032455444336,97.8669204711914
94.08338928222656,94.45125579833984
98.18132019042969,98.09864807128906
95.5096664428711,95.83743286132812
96.88392639160156,96.76498413085938
97.51871490478516,97.68983459472656
96.68411254882812,96.95836639404297
94.58590698242188,92.48455047607422
97.58016204833984,97.6204833984375
93.87236785888672,93.79985046386719
94.70098876953125,94.96593475341797
98.12013244628906,98.30353546142578
95.19379425048828,95.47286987304688
95.35530853271484,95.6121597290039
97.08130645751953,97.185546875
95.6091537475586,95.48546600341797
96.38554382324219,96.45247650146484
96.81372833251953,97.26890563964844
95.23129272460938,95.00285339355469
96.2442855834961,96.27694702148438
97.24711608886719,97.18309783935547
97.95187377929688,98.05427551269531
94.45294952392578,95.37107849121094
98.07386779785156,98.24896240234375
97.29623413085938,97.29623413085938
97.11934661865234,97.11934661865234
98.09555053710938,98.02873229980469
93.33519744873047,93.6712417602539
96.45658111572266,96.42753601074219
94.47454071044922,93.39111328125
97.85092163085938,97.93253326416016
96.4540786743164,96.42945098876953
92.55925750732422,91.35913848876953
97.00997161865234,96.88915252685547
97.59088897705078,97.89750671386719
93.7293701171875,93.25789642333984
96.53721618652344,96.76375579833984
98.50634765625,98.45655822753906
98.27921295166016,98.27921295166016
95.89482116699219,95.94847869873047
95.3402328491211,94.85946655273438
95.61312866210938,95.92401123046875
94.36090087890625,94.52798461914062
97.70510864257812,97.53298950195312
95.51353454589844,95.8101577758789
97.02619934082031,97.12060546875
88.83248901367188,85.0571060180664
94.08369445800781,94.22799682617188
92.95333862304688,94.03559875488281
96.82917022705078,96.82917022705078
97.83187866210938,97.94599151611328
92.52243041992188,91.94915008544922
95.70393371582031,95.75569915771484
96.80274963378906,96.99951171875
