test_before,test_after
10.482654571533203,32.89970016479492
18.34951400756836,35.02912521362305
20.757308959960938,35.04022216796875
24.743209838867188,37.59415817260742
34.97615051269531,48.84737777709961
31.620243072509766,41.93801498413086
28.40863800048828,43.22270965576172
31.8823299407959,39.0379638671875
28.142627716064453,44.50040054321289
35.154239654541016,45.458438873291016
27.83740997314453,42.196022033691406
32.63279342651367,42.1708984375
35.55148696899414,44.13919448852539
40.20841598510742,49.27251434326172
41.201263427734375,55.995784759521484
29.44120216369629,47.7064208984375
34.82048034667969,46.526451110839844
42.38008499145508,53.14713668823242
37.79865264892578,48.78497314453125
48.088829040527344,54.06790542602539
43.86111831665039,50.366031646728516
50.86449432373047,57.4185791015625
41.92546463012695,56.024845123291016
48.3067512512207,60.869564056396484
46.207763671875,57.78217315673828
51.38401412963867,61.61793518066406
45.70097351074219,59.381614685058594
52.77557373046875,61.73671340942383
48.6372184753418,62.85244369506836
51.079933166503906,59.47450256347656
58.38885498046875,66.58590698242188
46.020965576171875,60.209625244140625
53.56937789916992,63.13875198364258
52.78996658325195,61.48380661010742
47.706024169921875,60.42618179321289
52.794891357421875,59.25165557861328
60.32264709472656,71.50643157958984
53.29604721069336,66.34039306640625
61.525672912597656,68.71752166748047
58.33161544799805,70.59673309326172
48.73355484008789,65.42313385009766
59.314815521240234,67.79629516601562
52.279396057128906,69.77108001708984
62.33376693725586,71.45532989501953
50.94150924682617,68.08894348144531
58.50758361816406,67.97868347167969
59.362403869628906,73.54342651367188
60.437416076660156,70.82601165771484
53.30351638793945,71.1323471069336
53.564727783203125,66.96060180664062
64.26655578613281,70.187744140625
59.126739501953125,72.12451934814453
66.78765869140625,74.53115844726562
51.67857360839844,72.10713958740234
64.6788101196289,73.09683227539062
60.251216888427734,67.7066421508789
65.27324676513672,73.82974243164062
63.361663818359375,70.63267517089844
66.1328125,75.078125
66.32405090332031,76.07923889160156
55.65065002441406,70.55047607421875
69.08462524414062,74.0716781616211
61.72550964355469,70.70376586914062
68.50480651855469,81.19911193847656
53.29792022705078,68.5259017944336
67.47561645507812,73.71286010742188
69.74771881103516,78.58808898925781
68.40731048583984,74.35658264160156
63.989341735839844,73.90559387207031
67.08963775634766,71.7355728149414
66.60899353027344,73.87543487548828
68.3326416015625,75.44586944580078
64.51420593261719,72.44187927246094
71.1526870727539,76.44337463378906
67.40419006347656,76.07665252685547
65.83011627197266,73.27326965332031
68.35688018798828,76.56280517578125
67.19123840332031,79.52191162109375
66.87789916992188,75.41191864013672
74.16702270507812,78.58070373535156
69.88593292236328,77.45246887207031
69.11711883544922,80.28829193115234
69.47026824951172,75.22161865234375
70.86093139648438,77.89735412597656
74.11308288574219,80.8758316040039
67.64410400390625,77.84695434570312
71.85684204101562,79.2005615234375
69.42800903320312,78.24457550048828
67.73551940917969,76.89075469970703
67.53302001953125,73.00809478759766
71.13929748535156,77.64369201660156
71.21183013916016,79.15797424316406
67.9742660522461,72.1668701171875
69.87848663330078,76.72138214111328
70.5775375366211,76.10277557373047
74.18312072753906,80.26930236816406
72.86395263671875,81.77484130859375
67.5327377319336,77.9671630859375
75.77347564697266,81.79844665527344
71.75057983398438,80.57720947265625
