test_before,test_after
8.80612564086914,76.54019927978516
15.503875732421875,82.49353790283203
22.51602554321289,77.88461303710938
29.295154571533203,84.1409683227539
59.48117446899414,88.13131713867188
12.674650192260742,70.35928344726562
11.135531425476074,80.62271118164062
68.6139144897461,72.11896514892578
35.785823822021484,78.85208129882812
50.67961120605469,78.83495330810547
49.421295166015625,64.64120483398438
54.540435791015625,93.81727600097656
57.74336624145508,79.83038330078125
78.2469482421875,84.68258666992188
65.47128295898438,83.6242446899414
65.62591552734375,90.07878875732422
57.838829040527344,82.27106475830078
82.61224365234375,86.7755126953125
82.57247924804688,83.2389144897461
67.25738525390625,80.50633239746094
81.78694152832031,90.43087005615234
60.08858108520508,76.968505859375
82.80254364013672,83.62147521972656
59.10245895385742,83.68614196777344
82.73605346679688,83.35929870605469
63.91752243041992,90.40664672851562
68.69054412841797,83.37996673583984
81.5419921875,82.11521911621094
79.63770294189453,80.30862426757812
84.1222915649414,84.73866271972656
76.91897583007812,77.55863952636719
87.78317260742188,89.36083984375
80.05573272705078,84.03662109375
79.94830322265625,80.7237777709961
73.61197662353516,74.29818725585938
84.3468017578125,85.170654296875
82.11963653564453,82.73731994628906
77.70382690429688,78.369384765625
86.03718566894531,86.36529541015625
90.58956909179688,90.92970275878906
65.83416748046875,79.57042694091797
84.63340759277344,84.9347152709961
81.74097442626953,82.0063705444336
83.43132019042969,83.64511108398438
90.44092559814453,90.4745864868164
69.1611328125,69.10078430175781
75.79381561279297,76.08247375488281
82.32876586914062,82.83104705810547
83.71324157714844,83.94449615478516
82.12881469726562,82.55216217041016
88.90200805664062,89.18536376953125
86.52967834472656,86.61529541015625
90.6627197265625,90.86768341064453
87.02548217773438,87.18148803710938
86.13861083984375,86.40863800048828
85.34988403320312,85.66011810302734
73.83773803710938,74.33910369873047
83.05635833740234,83.16474151611328
86.94915008544922,87.08474731445312
79.4344482421875,79.78791809082031
74.96829223632812,75.5179672241211
82.1740951538086,82.38233947753906
88.58905792236328,88.58905792236328
84.02564239501953,84.27655792236328
87.49589538574219,87.52871704101562
84.52703094482422,84.83108520507812
78.25614929199219,78.58177185058594
91.60501861572266,91.76583862304688
92.31492614746094,92.31492614746094
92.35321044921875,92.4214859008789
83.81107330322266,83.90879821777344
86.44950866699219,86.57980346679688
87.8540267944336,87.96295928955078
87.9776611328125,88.06584167480469
85.17022705078125,85.34333801269531
87.93041229248047,87.93041229248047
89.22758483886719,89.34596252441406
75.11759185791016,75.39981079101562
93.00861358642578,93.00861358642578
81.34447479248047,81.58313751220703
75.41877746582031,75.53564453125
81.73912811279297,81.96796417236328
87.50698852539062,87.50698852539062
77.10960388183594,77.20659637451172
88.20905303955078,88.3365249633789
77.50093078613281,77.72406005859375
82.2198257446289,82.39942932128906
86.9593276977539,86.9593276977539
86.84346008300781,86.97219848632812
88.58554077148438,88.81788635253906
76.95035552978516,77.21630859375
89.33500671386719,89.38519287109375
86.70704650878906,86.77080535888672
89.68439483642578,89.80128479003906
85.89312744140625,86.2595443725586
82.45729064941406,82.58869934082031
76.73087310791016,76.88703918457031
92.14715576171875,92.18252563476562
87.35465240478516,87.5
83.01470947265625,83.0882339477539
85.2093505859375,85.50843048095703
90.90270233154297,91.0080795288086
83.31986236572266,83.40070343017578
85.53433227539062,85.57496643066406
83.93608093261719,84.02018737792969
79.24151611328125,79.24151611328125
90.47825622558594,90.47825622558594
80.17936706542969,80.26905822753906
77.65910339355469,77.79261779785156
89.32550811767578,89.44281005859375
84.82344055175781,84.86100769042969
82.50150299072266,82.56163787841797
89.95994567871094,89.93324279785156
84.34861755371094,84.553955078125
90.01402282714844,90.09817504882812
86.33654022216797,86.4282455444336
80.9031753540039,81.09452819824219
86.84210968017578,86.95025634765625
82.8526611328125,83.0407485961914
87.54086303710938,87.57718658447266
85.56400299072266,85.68089294433594
88.303955078125,88.32777404785156
82.52218627929688,82.614013671875
92.10526275634766,92.1358642578125
87.46939086914062,87.51020812988281
87.42216491699219,87.51557159423828
88.60118865966797,88.54167175292969
90.07518768310547,90.07518768310547
86.51605987548828,86.62195587158203
78.65853881835938,78.7054443359375
79.2059555053711,79.25558471679688
77.18401336669922,77.41635131835938
79.67410278320312,79.71697998046875
87.71818542480469,87.74992370605469
83.87197875976562,83.93473815917969
74.0334701538086,74.09117126464844
78.56855773925781,78.64897155761719
83.0127182006836,83.04531860351562
81.02493286132812,81.11726379394531
77.96736145019531,78.04154205322266
83.07411193847656,83.16559600830078
87.25,87.25
77.15888977050781,77.20207214355469
75.33241271972656,75.37826538085938
82.72760009765625,82.76358032226562
89.25218200683594,89.28455352783203
87.07736206054688,87.13467407226562
88.1566390991211,88.12480163574219
86.43898010253906,86.43898010253906
78.11222839355469,78.1865463256836
84.53947448730469,84.53947448730469
94.33611297607422,94.40576171875
81.96311950683594,82.025634765625
82.3375473022461,82.3375473022461
92.46487426757812,92.46487426757812
77.77777862548828,77.85888671875
83.17057800292969,83.203125
83.06681823730469,83.15248107910156
74.27326202392578,74.37015533447266
73.40797424316406,73.47795104980469
90.69332885742188,90.72000122070312
86.93677520751953,87.04156494140625
82.9100112915039,83.01886749267578
87.70361328125,87.8633041381836
85.72228240966797,85.77827453613281
85.28980255126953,85.25312042236328
88.94488525390625,88.94488525390625
78.83857727050781,78.93700408935547
89.01802825927734,88.99430847167969
83.70236206054688,83.70236206054688
86.4189224243164,86.52027130126953
77.47183990478516,77.3466796875
86.74116516113281,86.80156707763672
89.17316436767578,89.2043685913086
83.60963439941406,83.67218780517578
87.17251586914062,87.1478042602539
85.00576782226562,85.00576782226562
85.7723617553711,85.72718811035156
86.49015808105469,86.52410125732422
76.29796600341797,76.29796600341797
85.3503189086914,85.3503189086914
85.63885498046875,85.71806335449219
83.84880065917969,83.84880065917969
93.47344970703125,93.50110626220703
82.30792999267578,82.30792999267578
90.8141098022461,90.8576431274414
87.75,87.71875
87.32948303222656,87.40818786621094
80.69224548339844,80.90074920654297
77.29084014892578,77.24656677246094
88.0778579711914,88.14737701416016
84.58113098144531,84.55329895019531
94.1846694946289,94.1846694946289
87.76539611816406,87.84500885009766
84.79073333740234,84.9402084350586
83.80159759521484,83.87096405029297
86.67121887207031,86.73957824707031
83.12720489501953,83.12720489501953
75.97701263427734,75.97701263427734
86.18449401855469,86.2278060913086
