test_before,test_after
9.495589256286621,61.43848419189453
21.213214874267578,60.93479537963867
17.30482292175293,62.967960357666016
29.90509796142578,54.73343276977539
38.56292724609375,56.91326141357422
21.719877243041992,62.8812255859375
20.1586856842041,61.43097686767578
58.365623474121094,63.45834732055664
23.41558265686035,59.06050109863281
53.66553497314453,67.57691192626953
42.032806396484375,57.791446685791016
53.107662200927734,70.13133239746094
53.49885940551758,66.37046813964844
54.097164154052734,65.87117767333984
45.76875686645508,65.97540283203125
40.46974563598633,62.72042465209961
56.85154724121094,63.10247802734375
52.404266357421875,60.89351272583008
58.24989700317383,64.19210815429688
50.59019470214844,60.04156494140625
54.129974365234375,66.47260284423828
54.60654067993164,66.66667175292969
59.98691940307617,63.657508850097656
59.657501220703125,72.60767364501953
53.656341552734375,55.862754821777344
62.206504821777344,66.33367919921875
54.72777557373047,72.78466796875
64.37432861328125,66.15274810791016
66.69409942626953,67.3592529296875
56.06356430053711,60.88840866088867
71.35798645019531,72.26377868652344
61.87446212768555,75.1501235961914
62.665164947509766,65.06356048583984
60.32260513305664,61.61952209472656
64.16095733642578,63.97671127319336
66.80593872070312,68.03775024414062
62.27466583251953,64.56900024414062
65.80307006835938,66.12602233886719
65.17288970947266,65.18046569824219
74.716796875,76.4238510131836
55.319427490234375,64.54154205322266
63.350372314453125,63.64152908325195
66.50183868408203,66.67137908935547
67.896728515625,68.8902359008789
63.22725296020508,63.423526763916016
67.70606231689453,69.61041259765625
61.52851104736328,63.248836517333984
69.928955078125,70.35668182373047
68.39514923095703,69.2510757446289
66.92792510986328,67.15843963623047
64.78985595703125,65.0131607055664
66.95524597167969,67.38078308105469
61.45482635498047,62.228179931640625
63.01895523071289,63.44195556640625
67.2988510131836,67.84072875976562
66.13108825683594,66.67610168457031
61.401058197021484,62.13109588623047
67.82791900634766,68.16009521484375
67.013671875,67.1224365234375
72.47073364257812,72.7784423828125
64.00033569335938,64.61885833740234
66.09597778320312,66.40666198730469
71.71122741699219,72.09502410888672
63.14199447631836,63.12649917602539
64.96453857421875,65.17356872558594
68.16903686523438,68.84080505371094
65.92361450195312,66.44444274902344
65.36001586914062,65.42561340332031
64.53900909423828,64.69985961914062
73.12834167480469,73.1991195678711
65.42889404296875,66.08171081542969
67.66313934326172,67.4901351928711
63.59642028808594,63.4885139465332
70.88506317138672,70.9731674194336
65.44117736816406,65.93782043457031
61.37376403808594,61.469276428222656
74.47030639648438,74.6468734741211
69.91480255126953,70.02130126953125
65.10479736328125,65.26935577392578
67.59156799316406,67.86669158935547
64.2821044921875,64.2821044921875
63.660240173339844,63.591129302978516
69.09131622314453,69.09870910644531
63.540191650390625,63.49549102783203
69.33609008789062,69.32232666015625
67.12129974365234,67.1289291381836
70.66637420654297,70.82872009277344
62.16154861450195,62.27499771118164
64.09661102294922,64.26912689208984
69.66776275634766,69.73828887939453
68.05928039550781,68.27210998535156
66.91082763671875,66.91879272460938
63.23667907714844,63.31504440307617
64.95845794677734,65.22376251220703
62.24595260620117,62.24595260620117
63.283329010009766,63.207183837890625
67.43416595458984,67.3927993774414
73.74971008300781,73.81928253173828
67.05266571044922,67.01341247558594
61.57944869995117,61.73055648803711
